sample_id	MIMAT0005923	MIMAT0000454	MIMAT0000226	MIMAT0000266	MIMAT0000262	MIMAT0000728	MIMAT0000267	MIMAT0000441	MIMAT0019814	MIMAT0000102	MIMAT0000281	MIMAT0000264	MIMAT0000758	MIMAT0000451	MIMAT0026480	MIMAT0000450	MIMAT0017985	MIMAT0003242	MIMAT0001635	MIMAT0004784	MIMAT0003882	MIMAT0022721	MIMAT0001541	MIMAT0004929	MIMAT0000434	MIMAT0001413	MIMAT0006790	MIMAT0004809	MIMAT0022472	MIMAT0025477	MIMAT0001631	MIMAT0001080	MIMAT0022727	MIMAT0015378	MIMAT0004599	MIMAT0002177	MIMAT0000091	MIMAT0018101	MIMAT0000707	MIMAT0004584	MIMAT0004946	MIMAT0002880	MIMAT0004600	MIMAT0000772	MIMAT0000088	MIMAT0000087	MIMAT0022696	MIMAT0026472	MIMAT0003301	MIMAT0003283	MIMAT0000433	MIMAT0000763	MIMAT0004550	MIMAT0000253	MIMAT0004703	MIMAT0000756	MIMAT0004604	MIMAT0000449	MIMAT0000439	MIMAT0005452	MIMAT0004780	MIMAT0000274	MIMAT0000442	MIMAT0000072	MIMAT0001341	MIMAT0001636	MIMAT0004694	MIMAT0000765	MIMAT0000682	MIMAT0004980	MIMAT0000760	MIMAT0000752	MIMAT0004673	MIMAT0000073	MIMAT0000646	MIMAT0001536	MIMAT0026738	MIMAT0000428	MIMAT0004499	MIMAT0000754	MIMAT0000753	MIMAT0000688	MIMAT0005899	MIMAT0000103	MIMAT0002874	MIMAT0022692	MIMAT0004951	MIMAT0000280	MIMAT0015085	MIMAT0004585	MIMAT0000097	MIMAT0000089	MIMAT0000070	MIMAT0004978	MIMAT0000761	MIMAT0000448	MIMAT0002808	MIMAT0004983	MIMAT0001620	MIMAT0003249	MIMAT0004586	MIMAT0002173	MIMAT0004493	MIMAT0019208	MIMAT0000075	MIMAT0000279	MIMAT0019850	MIMAT0000733	MIMAT0004770	MIMAT0004552	MIMAT0000447	MIMAT0003393	MIMAT0003163	MIMAT0004680	MIMAT0010195	MIMAT0015050	MIMAT0022726	MIMAT0026557	MIMAT0004814	MIMAT0001638	MIMAT0002876	MIMAT0000432	MIMAT0000686	MIMAT0003150	MIMAT0000064	MIMAT0000261	MIMAT0004797	MIMAT0004515	MIMAT0000732	MIMAT0004500	MIMAT0000318	MIMAT0015066	MIMAT0019731	MIMAT0003328	MIMAT0000242	MIMAT0003266	MIMAT0005920	MIMAT0004603	MIMAT0000263	MIMAT0000446	MIMAT0000095	MIMAT0001618	MIMAT0000425	MIMAT0004947	MIMAT0000231	MIMAT0000445	MIMAT0004509	MIMAT0017982	MIMAT0005825	MIMAT0005797	MIMAT0004553	MIMAT0004926	MIMAT0000278	MIMAT0000243	MIMAT0002819	MIMAT0016888	MIMAT0000074	MIMAT0003218	MIMAT0003298	MIMAT0000440	MIMAT0002171	MIMAT0000705	MIMAT0004482	MIMAT0003312	MIMAT0002821	MIMAT0000265	MIMAT0004774	MIMAT0004563	MIMAT0000731	MIMAT0000232	MIMAT0000098	MIMAT0018073	MIMAT0000250	MIMAT0000437	MIMAT0000259	MIMAT0017992	MIMAT0003260	MIMAT0000436	MIMAT0023712	MIMAT0000252	MIMAT0004571	MIMAT0006789	MIMAT0004957	MIMAT0018194	MIMAT0004564	MIMAT0000071	MIMAT0004549	MIMAT0004598	MIMAT0000736	MIMAT0004504	MIMAT0000690	MIMAT0000681	MIMAT0000416	MIMAT0003258	MIMAT0004501	MIMAT0004657	MIMAT0000222	MIMAT0004776	MIMAT0003879	MIMAT0019729	MIMAT0004921	MIMAT0003322	MIMAT0004610	MIMAT0000423	MIMAT0002813	MIMAT0004606	MIMAT0000227	MIMAT0000764	MIMAT0004752	MIMAT0005951	MIMAT0000435	MIMAT0003888	MIMAT0004497	MIMAT0002809	MIMAT0019746	MIMAT0000100	MIMAT0000271	MIMAT0004555	MIMAT0003885	MIMAT0019927	MIMAT0002881	MIMAT0000420	MIMAT0000258	MIMAT0005924	MIMAT0009198	MIMAT0022929	MIMAT0004757	MIMAT0004945	MIMAT0000257	MIMAT0000444	MIMAT0003247	MIMAT0004514	MIMAT0000737	MIMAT0002174	MIMAT0003389	MIMAT0004927	MIMAT0004559	MIMAT0000461	MIMAT0003329	MIMAT0004672	MIMAT0004569	MIMAT0000417	MIMAT0000762	MIMAT0002820	MIMAT0002883	MIMAT0002871	MIMAT0004677	MIMAT0000254	MIMAT0004766	MIMAT0000079	MIMAT0000710	MIMAT0022834	MIMAT0004495	MIMAT0000689	MIMAT0003338	MIMAT0000691	MIMAT0004767	MIMAT0000617	MIMAT0004701	MIMAT0004484	MIMAT0004518	MIMAT0004693	MIMAT0014990	MIMAT0017994	MIMAT0005458	MIMAT0000272	MIMAT0004496	MIMAT0004570	MIMAT0004911	MIMAT0004494	MIMAT0000093	MIMAT0001545	MIMAT0001340	MIMAT0004985	MIMAT0004678	MIMAT0004491	MIMAT0003241	MIMAT0000459	MIMAT0004597	MIMAT0000452	MIMAT0002814	MIMAT0000755	MIMAT0005794	MIMAT0001639	MIMAT0003239	MIMAT0000270	MIMAT0002817	MIMAT0000090	MIMAT0000092	MIMAT0001343	MIMAT0004808	MIMAT0014995	MIMAT0005796	MIMAT0022720	MIMAT0000750	MIMAT0004909	MIMAT0000063	MIMAT0004507	MIMAT0000244	MIMAT0019841
TCGA-3C-AAAU-01	1.266309	3.809905	9.985729	2.576784	1.523050	15.089267	8.428803	13.617648	4.024415	4.599159	2.408788	12.151293	1.657633	8.221146	5.317793	5.896375	5.167949	0.953782	3.580497	8.391021	3.912172	2.685843	0.357400	6.176072	9.822249	7.385686	4.675204	3.720406	0.247800	0.247800	8.400648	6.610268	10.115047	6.977263	6.071361	6.621278	4.913649	3.580513	5.728017	5.361168	6.128517	5.164144	6.576646	4.007725	11.439134	13.428106	3.534614	2.303154	3.102641	4.073417	4.792036	11.100968	4.254331	16.817836	6.675233	3.522884	6.624019	5.090679	1.999380	0.459200	5.456604	4.571050	4.268359	2.787200	7.717131	0.806957	3.800198	2.953520	8.843290	1.523025	5.393741	7.763940	5.710076	4.316717	6.285829	7.467326	3.133741	0.727582	1.149300	3.780647	6.643114	4.189115	1.740952	5.422402	5.094695	3.102634	1.657653	5.311029	3.657507	4.801786	7.031995	0.247775	8.542978	2.918207	5.062675	3.374302	1.208996	2.844841	9.611363	4.881896	6.030596	1.266330	2.900235	3.118264	7.864776	2.825887	1.780805	7.284356	0.129200	3.361248	6.174171	8.226114	1.266357	4.232893	3.086798	1.374579	3.511039	1.569295	3.668162	2.128651	4.395864	10.578871	2.097406	4.621316	8.401837	14.811794	6.912502	6.190935	6.203797	5.182904	9.919127	3.164201	5.438061	2.159249	4.174215	6.673867	3.885010	1.614195	7.339678	6.870361	6.911401	3.179225	4.507033	2.189226	9.895344	11.710710	4.530632	1.819635	5.070712	4.787177	5.230480	4.895581	5.046406	16.242420	8.135766	2.697307	6.796923	7.795296	2.988018	10.721093	2.247300	2.685828	5.780633	1.523014	7.365253	1.699927	4.987933	10.881370	4.143964	10.883877	11.399154	1.475197	5.409679	10.125125	16.367142	2.275477	2.747562	3.546225	0.727555	2.576771	4.565309	1.021928	3.947613	0.247775	4.323470	8.358058	6.093317	10.124415	3.760864	1.429576	1.087016	11.175407	2.664705	4.211124	3.847909	5.778128	9.362850	2.065503	2.330320	0.357363	2.159243	6.028539	1.021967	8.071403	2.159256	2.330297	9.265165	5.367761	3.740755	10.204502	15.007087	3.118266	4.904672	7.138474	2.303125	9.882362	1.930118	3.546194	3.307638	0.953798	3.054599	9.393714	8.625423	2.844817	0.806983	1.819635	1.657662	6.739890	6.644437	6.913604	3.208763	2.356930	2.599295	6.403831	9.500962	6.063339	8.419325	5.549059	0.882257	8.321333	1.425724	8.356818	4.553841	5.499084	3.021690	7.652737	1.425748	15.666234	4.992221	2.218529	7.330440	7.329600	3.740796	15.502356	5.259025	3.875789	4.016057	13.797461	3.973696	7.840230	3.487129	5.765765	3.307663	3.699735	3.293919	1.930199	2.433989	0.554333	4.918127	11.149917	12.680738	4.716959	7.337978	2.530746	6.845889	3.086803	3.800216	5.293856	8.974270	1.087069	1.266296	0.357363	2.970859	2.621396	5.804977	6.493604	1.425766	4.970757	13.363123	4.369982	6.593557	1.930200	3.425568	0.247775	3.780648	5.293880	14.591428	1.475258	9.040234	4.559605
TCGA-3C-AALI-01	1.154044	10.626338	9.279522	8.048619	3.361015	17.091161	10.959150	12.012221	6.593613	5.931928	2.926423	12.952468	2.206529	9.661380	3.316200	8.280714	3.935929	0.969218	3.585414	6.244584	5.338303	1.448500	0.999493	1.271900	10.902097	6.821227	3.487713	3.566405	1.271873	1.671176	6.211309	6.960662	7.064279	6.014896	4.524012	4.655842	2.665559	2.433377	4.334719	3.979723	2.206509	3.246231	4.389830	3.950695	11.224371	13.444040	3.361054	2.514995	2.050989	3.622761	5.566007	8.027057	4.442922	16.512396	6.628399	1.448500	7.536910	5.698529	0.958381	0.783750	4.142673	2.665570	2.206493	1.937211	6.531210	0.836699	5.461803	2.474729	7.101078	1.995144	3.547090	5.898107	4.646819	3.711964	8.051215	5.831969	4.063475	0.210600	0.557400	3.875390	8.703195	4.442924	1.362868	4.955344	4.229811	4.312041	1.813576	5.715904	2.834073	5.184675	7.877873	2.206518	7.540511	0.703802	4.022199	4.421938	1.605775	1.070635	7.990979	3.890768	4.229824	1.070663	1.529213	3.222113	7.190736	4.610158	4.833395	8.442676	0.733200	3.404482	7.140190	7.588466	2.254818	3.547162	1.070633	2.156494	3.467365	2.474731	2.984895	3.172660	3.467368	9.787101	2.051024	2.801901	9.638816	14.255718	7.958486	4.880319	6.790779	3.547164	8.212824	1.937192	8.634633	6.899268	2.474757	3.246247	5.791559	2.926426	7.190711	8.198180	5.935606	0.394337	4.708823	0.739700	9.984928	11.188030	3.921034	0.958420	3.935917	5.209392	5.517351	5.750025	6.192847	14.118925	7.233589	2.697307	5.556385	6.405765	2.554139	9.388061	2.629400	2.865518	4.872601	2.984853	4.784863	0.836741	4.277395	11.075952	5.033629	11.081507	10.400847	1.362898	6.132736	8.886395	15.666973	2.433345	1.876730	0.836655	0.703701	4.887999	2.735320	0.394400	0.703752	4.168100	4.368044	6.675792	3.095166	8.929818	4.801229	1.448390	1.876731	9.371039	1.271855	3.527571	1.995208	4.193077	10.470427	2.433420	2.834034	2.926454	3.293198	4.229850	0.958400	8.415035	2.629400	2.051017	7.951208	5.409397	2.700892	9.747304	13.929873	3.121486	3.921024	8.563274	1.448473	8.703172	1.995220	2.955919	4.357024	2.051036	2.301540	7.831890	5.456609	2.104723	1.070667	2.104720	2.554098	3.641040	10.151715	6.408442	3.762962	2.050978	3.676948	5.707259	8.102434	6.664601	5.546698	2.926455	1.174741	8.317474	1.678341	7.043780	3.659058	2.629374	1.813533	7.309883	1.529185	14.849611	5.779223	2.301577	6.205218	6.205218	4.562938	13.621253	4.793046	4.205478	3.404522	13.616065	1.529277	8.116437	3.293222	3.921058	4.129764	1.937215	1.070669	2.050974	0.958420	0.703701	4.090392	11.406317	12.750100	3.762986	8.263147	3.041081	5.178436	2.592270	3.585442	3.905978	8.740226	1.937197	1.937208	1.271874	1.678410	4.063477	5.890458	9.232366	2.104689	3.762972	12.187001	2.984890	6.936777	2.104718	1.174773	2.390792	3.197564	4.400669	14.509958	1.070611	8.234048	0.394337
TCGA-3C-AALJ-01	7.139177	1.341685	4.245998	2.136748	1.402718	8.927061	8.174023	12.546370	4.626690	1.002790	3.845082	10.697093	0.908284	10.135916	2.879049	4.662847	4.644018	0.150000	5.262077	6.514454	0.702600	1.211174	0.150000	3.455947	10.818973	5.245526	4.693748	1.624074	2.024643	0.410059	5.785082	6.306407	7.940983	5.266150	5.224478	4.262545	2.541656	1.402763	3.441460	4.295200	2.962595	2.062934	4.350496	3.441517	12.094489	15.212749	3.397138	2.399004	0.821399	0.990116	6.172545	8.206460	6.183500	13.280373	6.974163	1.211137	7.001566	6.328260	0.410059	0.630322	3.098045	3.152349	3.382086	3.441494	5.855047	0.990108	5.342203	3.221838	9.032249	3.382036	4.592483	4.327050	4.765269	4.229231	7.788454	7.358343	2.062949	5.461836	0.524412	3.657404	9.093453	4.681465	1.624018	3.271802	3.553484	3.512494	3.288077	6.150492	1.211120	3.909657	7.583564	0.524412	9.342033	1.860147	4.186475	3.961329	1.571752	1.211137	9.217885	4.096923	4.462302	1.860134	1.944667	2.062978	9.215012	4.469423	1.860116	8.492991	0.733200	2.744008	6.944895	8.336398	2.240761	3.498553	1.517631	1.815865	2.100341	2.594909	3.580194	2.646323	3.856059	10.866467	2.399035	4.373520	9.304503	14.912748	6.739783	6.039430	7.302347	3.079447	10.133854	1.815906	7.187702	3.940919	0.410059	3.553507	1.277848	2.879123	8.465963	8.694579	6.609836	1.944714	4.975872	0.739700	10.882629	11.031756	3.498551	0.821373	5.410682	4.203709	4.545900	5.369225	6.850810	13.969813	7.776185	4.723974	6.463417	6.458018	2.206901	9.353892	3.669874	1.723132	3.553485	2.720200	6.341962	1.211111	4.303186	11.168784	4.669103	11.175535	10.161032	1.402593	4.914276	9.327051	15.911463	0.630410	2.744042	0.821343	0.821291	4.605549	4.411162	1.985188	1.571714	0.150000	4.699866	8.582743	4.278922	10.019960	4.776799	0.285900	2.695999	10.020125	1.571841	2.982779	3.669850	6.483023	7.940368	2.399040	3.351384	1.860158	4.455089	3.730676	2.024574	8.624943	2.857426	2.962580	7.852119	4.735880	1.402697	9.889192	14.499928	2.879102	3.877749	9.255166	2.273872	8.694925	2.399023	0.821445	4.011215	1.860169	0.908160	7.766839	6.939796	2.514136	0.908200	2.240691	2.206884	4.903757	9.210171	7.118834	3.441498	1.860136	4.106087	5.558944	7.687743	6.416046	6.797792	4.229257	2.541594	8.190835	2.646357	7.081924	3.845157	4.160136	0.728992	6.598478	2.568479	13.953449	5.696417	3.041491	6.741291	6.741291	4.532286	15.007995	5.177215	3.991512	3.566865	14.590113	1.067666	8.428782	2.671388	4.476594	3.800400	3.580168	0.872388	1.624029	1.461296	0.908189	4.212278	11.169072	13.525282	2.368706	6.412331	2.206901	6.942369	3.170068	2.594980	4.203728	9.537626	1.624018	2.857462	1.141144	2.273791	4.418603	5.759060	8.474380	2.273847	4.637655	12.682034	2.695995	7.121075	0.524374	1.402709	0.627100	3.022201	3.566875	13.417786	1.770295	9.045498	0.150000
TCGA-3C-AALK-01	0.211700	3.913473	6.015783	11.038210	8.892495	14.195531	8.161542	9.025766	5.357336	1.002790	4.759262	13.127983	1.367803	9.146581	3.495067	8.297495	4.690287	0.211700	4.800790	6.703519	0.211700	4.124329	4.249496	4.111176	10.030943	4.364674	3.972830	2.481317	3.495040	0.962306	5.312104	6.817075	6.279217	4.608524	4.808916	3.592804	2.439906	1.276579	3.154400	3.719410	2.057128	4.342332	3.928520	2.991898	13.348856	15.769775	1.453563	3.958224	0.706925	1.611160	5.186253	8.132570	6.727365	14.676541	4.481596	1.453545	8.331130	6.587365	1.074890	0.211700	3.928548	4.589731	0.559889	2.110895	5.994493	0.706925	4.296691	1.943141	8.139883	1.453528	3.411793	4.663504	4.353548	4.097910	7.761105	6.466230	3.534960	2.742108	0.396300	5.448929	7.850762	2.933452	3.390197	3.102276	2.903271	3.368256	2.001234	6.699148	0.962288	4.963132	10.027039	2.481362	8.432279	0.396300	3.515156	4.699116	2.001289	0.962308	9.321099	4.418956	3.534975	1.453545	1.882565	1.611128	8.447434	3.803423	2.672321	9.599382	0.559913	2.962953	7.927728	8.988526	2.707615	2.707657	2.560815	1.683961	2.560778	2.962958	4.029731	4.043654	3.554475	10.124829	2.840939	4.627118	11.504435	14.153837	6.084602	5.578662	6.206980	4.029763	9.730317	0.962288	2.560842	3.229251	0.962326	3.154466	3.819707	4.375666	9.286046	9.809450	6.194554	1.534465	6.159885	1.179300	11.517738	10.908748	2.933392	0.706925	3.592790	3.229269	3.534966	4.880361	6.111246	14.977763	6.378526	2.212763	6.471401	7.512791	2.110927	10.791239	4.225284	2.933402	4.970422	1.683971	5.095761	1.684000	4.933579	11.782485	4.319732	11.789599	12.047442	1.453556	5.334858	9.976065	16.083670	1.367829	0.840238	0.559889	0.396273	0.211700	4.043646	1.882507	0.559889	0.560000	5.115605	8.104617	4.599110	9.859653	5.753670	2.439887	1.534487	10.282184	1.943069	3.204800	3.229324	4.481588	8.562256	1.753241	4.111210	2.001240	4.175690	4.856970	1.276589	9.805120	3.411805	3.666510	7.718416	4.864784	0.840260	9.560082	14.519069	2.212779	4.608552	8.718227	1.819358	8.398261	2.991889	1.367803	3.495078	1.534559	2.775869	7.839825	5.976466	2.001225	1.276538	2.991952	3.851647	3.554441	8.951695	6.977678	2.001265	1.683942	4.672539	5.474764	8.514433	6.240535	6.081266	4.663586	2.840968	7.790264	1.276574	6.647750	3.753572	4.200712	3.300437	7.777787	2.439941	15.606756	6.273327	2.872385	6.255525	6.255525	4.599141	14.551147	5.500243	2.598911	3.154466	13.976477	1.534541	7.578712	2.307910	4.342343	2.439928	3.554527	0.211700	1.611203	0.840208	1.367709	4.071033	10.647755	12.648869	3.102248	6.203893	2.001203	5.835838	3.154439	3.277141	3.300449	9.556444	2.903235	3.648369	1.276625	1.753199	4.636329	6.231435	8.871699	2.962926	3.835769	13.183794	3.592794	8.245805	1.179300	0.706925	3.048136	2.707664	3.803464	14.665232	2.001207	9.118980	0.796700
TCGA-4H-AAAK-01	1.154044	3.023988	8.047924	10.218757	2.469902	11.563134	8.434164	7.222690	5.234384	0.405236	5.751093	12.972942	1.709353	7.639985	3.487400	6.037723	5.604989	0.405236	5.157806	6.587639	0.702600	3.187019	0.571900	2.290248	9.549995	4.235453	3.901551	3.024034	1.298254	2.028819	6.433805	7.869374	6.291760	1.779164	4.526811	4.443276	2.904157	0.571900	2.807213	3.901512	2.241682	2.469852	4.453962	2.139164	14.128092	16.081288	1.390369	4.653082	1.298306	2.028866	4.653022	6.947436	6.960674	14.615902	5.823169	1.094258	8.244321	5.987013	1.094221	1.094255	2.807187	2.935119	0.405200	2.191325	6.090144	1.558583	4.432465	2.629623	7.208534	0.980263	3.262076	4.777631	4.050111	3.770554	7.089879	5.656906	2.629630	0.571900	0.721200	5.234370	8.035473	2.666901	1.970383	3.333447	2.773445	3.588063	1.779140	5.376333	0.405200	4.852434	10.073274	2.994971	8.495705	1.845763	3.310049	5.124646	1.709294	0.405236	8.788029	3.917149	3.423426	2.290270	2.994980	2.591301	8.349188	4.171952	0.571847	9.603933	1.094276	2.139199	7.857305	6.899263	2.840295	2.290233	1.970309	1.779186	1.779180	0.571847	3.607390	4.421596	3.310062	8.424669	2.807211	4.119135	11.683468	12.576777	6.267658	4.662333	5.746727	3.770563	8.753205	0.216800	2.703274	5.221916	0.216800	3.134743	2.191289	4.377247	9.151023	9.228735	4.377243	0.856599	6.770177	0.856600	11.697964	9.716659	3.161062	1.094276	3.853819	2.028854	3.588073	5.806481	6.144075	14.520096	6.267664	2.697307	6.606993	5.469004	1.390377	8.820438	3.837486	1.909385	4.923547	0.571900	6.291745	1.298220	3.977730	12.260294	4.050178	12.269480	11.670245	1.709348	3.700313	8.888674	14.422032	0.721200	2.191351	0.980282	1.094284	0.216800	3.445040	2.139129	1.450970	1.109125	5.474306	7.842093	3.901586	8.191689	5.131345	2.241661	1.390322	9.299873	1.558669	2.337300	2.904197	2.935110	7.306373	1.779068	3.804379	0.721270	4.272197	4.464630	0.405236	9.855676	3.821103	3.787623	7.795522	4.158895	1.199905	9.559698	14.266646	2.139161	4.119075	8.557219	2.382883	7.549252	3.401456	1.298268	2.872573	1.199867	1.199863	8.228038	7.100182	1.558632	1.970367	3.024025	3.753306	3.237502	8.276338	5.814804	2.427095	2.085085	4.566874	4.908017	8.154387	7.130550	7.506160	5.005895	2.703294	7.108680	1.390384	6.550675	3.379124	4.197675	1.476943	6.789306	1.709320	16.041471	6.134156	2.840285	5.702557	5.702557	4.884487	14.647476	4.844371	2.028826	2.840304	12.115211	1.298306	7.610368	2.427033	2.872570	0.980322	2.139201	0.872388	0.571847	1.199813	1.094216	3.885808	10.638631	12.370473	3.356516	6.306610	1.390421	5.595349	2.965381	3.024037	2.551991	9.181981	2.191289	3.134721	1.970405	2.872568	4.506370	6.192851	8.382501	2.807279	4.158872	13.278884	1.199867	6.982981	0.980332	1.390397	0.627100	2.666999	3.901557	14.436443	2.139169	9.395688	0.216800
TCGA-5L-AAT0-01	1.154044	4.154512	4.646817	9.774302	0.751312	14.057237	6.367721	7.956985	5.478694	1.002790	1.790680	11.936294	1.732569	9.669998	2.598400	5.649454	5.339599	0.969218	3.284795	5.113381	0.702600	3.066870	0.968357	4.670201	9.888108	4.098071	4.398374	2.565511	2.944142	2.311239	9.280644	6.173864	6.333946	5.965637	3.625547	6.868876	1.473308	1.400504	2.865146	3.526341	1.242793	2.969518	7.508292	2.969494	14.400978	16.755497	1.065759	3.657153	0.184800	0.184800	5.857569	7.040501	7.663180	15.677195	4.957159	1.065789	6.968301	6.499998	0.751295	0.783750	2.565499	2.692867	0.495679	2.969491	5.762719	0.863929	4.350851	2.969521	8.049219	1.156998	3.304883	3.625515	4.540687	4.416900	7.949809	6.785571	1.790719	0.751312	0.495700	4.523605	8.343123	2.229486	1.846588	3.113165	2.311200	2.918309	2.186876	6.227477	0.629100	4.370050	9.357216	1.473275	8.435959	0.184800	2.944125	3.491726	1.400476	0.751300	9.547105	4.098070	3.158021	1.065705	2.350431	3.113154	8.533412	3.819566	0.863925	8.960399	0.733200	2.311206	6.980844	7.622799	0.751312	2.461922	1.672016	0.495700	1.608676	0.863874	2.630634	3.419895	3.509181	9.142769	2.752660	4.187319	11.131379	14.160149	5.661215	5.201753	6.559727	4.109531	9.590399	1.732579	3.874300	2.865149	0.184800	3.456264	3.718313	3.914138	8.390866	8.782917	6.538648	0.968384	6.151859	0.629100	10.555817	10.170479	2.809989	0.184800	2.891958	1.846567	4.515045	4.845011	6.098162	14.850993	6.015277	2.697307	6.712265	6.442179	1.671986	9.478227	3.526335	2.461993	4.630947	0.968300	5.491904	2.311249	3.791326	11.168229	4.565856	11.177288	11.582760	2.781633	4.760296	9.033345	16.304376	0.348594	0.863878	2.781644	0.751290	1.542610	3.900971	2.565458	0.495679	0.751257	4.120868	8.126016	4.738278	8.820461	4.630997	1.671995	2.598424	11.036444	2.425721	3.066822	3.747961	4.723408	7.801311	1.900415	2.752686	1.732505	3.509130	6.572195	0.184800	8.897746	2.837834	2.565495	7.255745	4.039321	0.495673	9.214162	14.675128	2.311193	4.341140	8.252276	1.242786	8.053643	2.969494	2.050693	2.425690	1.846610	0.751295	8.764915	6.519466	0.751312	0.184800	2.497301	2.565519	3.344260	8.558689	6.742079	1.400517	0.751295	3.560214	4.435314	8.075003	5.987541	6.060248	5.300147	2.097551	7.523409	1.900439	6.977730	2.781616	4.497672	2.050744	6.910491	1.732593	16.213357	5.274892	2.425762	5.474328	5.474328	4.143363	14.143230	5.354137	2.837843	1.473308	12.641648	0.495679	6.227479	2.837877	3.688033	1.900352	1.473264	0.872388	0.863929	0.751317	1.671996	3.641401	10.288519	12.961361	2.969513	5.894503	2.186829	5.401556	3.135744	3.066833	3.688058	9.754627	2.050728	2.186859	1.065744	2.630581	3.344293	5.500636	7.969613	1.952268	4.321541	12.938820	2.630619	7.928965	1.065789	0.968337	1.952301	2.461990	3.438209	14.574856	2.186855	10.045127	0.796700
TCGA-5T-A9QA-01	1.154044	1.678176	10.881948	6.325648	1.406059	15.093173	9.917998	7.255606	7.377556	0.867925	3.409513	13.300640	2.977373	7.676054	6.095551	5.491978	5.618472	0.350500	3.517376	6.599638	0.632300	2.009100	0.999493	4.129424	9.712528	1.797068	3.935556	3.074791	1.906912	1.671176	7.871695	6.295627	8.028861	7.116723	6.190875	8.101440	4.359403	1.070436	0.632300	5.447193	2.760342	5.552399	5.610348	4.776179	13.750863	16.613839	2.278007	2.433046	3.961259	3.827887	5.362931	10.918068	7.031291	13.668930	4.914172	4.623599	7.147841	5.273400	2.926093	0.783750	4.746974	5.293839	0.632273	3.292865	5.704684	0.350500	3.165977	2.760341	9.622258	0.867925	4.623621	4.129375	6.369492	4.953116	7.379932	7.487784	3.292879	2.700550	0.867900	3.986480	7.205415	3.482308	2.193900	1.406059	2.193863	4.259361	2.817702	5.483117	2.638170	5.602255	6.947033	1.906951	8.792849	3.292896	5.353260	4.035725	1.247953	1.406016	9.899016	3.935588	5.252782	1.405999	2.504653	2.872922	8.694731	4.217314	1.678107	7.784408	0.733200	2.278018	7.034385	9.224154	2.104419	4.106533	1.906969	0.867925	2.872933	1.906912	3.409490	2.009036	3.799698	10.906993	1.548498	4.557742	9.188562	12.882288	4.953152	6.836790	6.275259	5.456233	10.370845	3.680981	4.804871	2.433074	1.070394	4.339942	4.639626	2.357585	6.934067	8.018172	5.704673	1.247970	5.428884	0.350500	9.720524	11.660242	3.517377	1.070416	5.552394	4.035729	5.283644	5.323829	6.374262	13.497144	7.620660	3.209536	7.200012	7.859798	3.935574	10.313060	2.760344	3.209580	6.042334	2.504728	5.569230	0.350500	4.574514	10.706682	4.746933	10.711891	11.207665	2.357563	5.273461	10.598488	14.469056	1.797079	4.129376	2.104402	2.009019	1.548474	5.391533	2.193900	0.350500	0.867925	4.195828	7.963568	3.026864	9.896900	4.557777	1.678093	4.470986	12.670736	2.357615	3.741570	3.165999	5.283627	7.224120	2.009066	2.504672	0.867900	3.482280	4.174002	0.632273	8.498049	2.817742	3.074747	8.523059	5.916585	1.144644	9.149282	15.840514	3.251794	4.686603	8.671579	2.193875	9.744783	2.433036	1.247938	4.397581	1.797068	1.770249	8.927656	6.991314	1.406032	0.350500	2.193863	2.817694	4.238518	9.880640	7.610542	1.548462	1.906925	3.961291	6.728698	6.611883	6.174550	6.107055	5.903408	1.070400	7.858086	0.632300	8.426061	3.961235	4.639665	1.366043	7.565204	1.548462	14.773997	5.689403	2.977356	6.364662	6.364662	5.087567	15.097003	6.005757	4.927309	3.121142	13.972789	3.292885	7.859794	5.015804	4.217301	3.371640	2.504755	0.872388	0.867925	1.797065	0.350500	5.178010	10.634092	12.907184	2.433001	7.520533	4.279955	6.364666	3.517371	3.251801	2.638147	9.568907	1.906928	1.797079	1.548512	2.572954	3.121098	6.747258	8.701401	2.817701	6.048366	13.248688	3.680995	8.709977	2.504734	1.070416	0.627100	1.906916	1.906972	15.095598	2.009100	10.165050	0.632273
